Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
52,dc_sweep,sfl_nmos_svt,2.228e-21,,,
52,dc_sweep,cgg_pmos_svt,264.3e-15,,,
52,dc_sweep,cdd_pmos_svt,7.251e-15,,,
52,dc_sweep,css_pmos_svt,200.9e-15,,,
52,dc_sweep,gm_pmos_svt,4.021e-6,,,
52,dc_sweep,gmb_pmos_svt,486.2e-9,,,
52,dc_sweep,gds_pmos_svt,67.93e-9,,,
52,dc_sweep,id_pmos_svt,-132.4e-9,,,
52,dc_sweep,sth_pmos_svt,58.65e-27,,,
52,dc_sweep,sfl_pmos_svt,7.096e-24,,,
"Parameters: ds=300m, gs=300m, length=2u, sb=250m",,,,,,
53,dc_sweep,cgg_nmos_svt,104.4e-15,,,
53,dc_sweep,cdd_nmos_svt,3.766e-15,,,
53,dc_sweep,css_nmos_svt,54.54e-15,,,
53,dc_sweep,gm_nmos_svt,10.66e-6,,,
53,dc_sweep,gmb_nmos_svt,1.226e-6,,,
53,dc_sweep,gds_nmos_svt,304.5e-9,,,
53,dc_sweep,id_nmos_svt,408.9e-9,,,
53,dc_sweep,sth_nmos_svt,173e-27,,,
53,dc_sweep,sfl_nmos_svt,506.5e-24,,,
53,dc_sweep,cgg_pmos_svt,195.5e-15,,,
53,dc_sweep,cdd_pmos_svt,7.098e-15,,,
53,dc_sweep,css_pmos_svt,128e-15,,,
53,dc_sweep,gm_pmos_svt,1.746e-6,,,
53,dc_sweep,gmb_pmos_svt,184.5e-9,,,
53,dc_sweep,gds_pmos_svt,28.65e-9,,,
53,dc_sweep,id_pmos_svt,-55.15e-9,,,
53,dc_sweep,sth_pmos_svt,24.23e-27,,,
53,dc_sweep,sfl_pmos_svt,1.274e-24,,,
"Parameters: ds=300m, gs=300m, length=2u, sb=500m",,,,,,
54,dc_sweep,cgg_nmos_svt,78.17e-15,,,
54,dc_sweep,cdd_nmos_svt,3.738e-15,,,
54,dc_sweep,css_nmos_svt,26.64e-15,,,
54,dc_sweep,gm_nmos_svt,5.466e-6,,,
54,dc_sweep,gmb_nmos_svt,556.5e-9,,,
54,dc_sweep,gds_nmos_svt,139.7e-9,,,
54,dc_sweep,id_nmos_svt,197.9e-9,,,
54,dc_sweep,sth_nmos_svt,85.22e-27,,,
54,dc_sweep,sfl_nmos_svt,123.5e-24,,,
54,dc_sweep,cgg_pmos_svt,147.7e-15,,,
54,dc_sweep,cdd_pmos_svt,7.021e-15,,,
54,dc_sweep,css_pmos_svt,78.09e-15,,,
54,dc_sweep,gm_pmos_svt,807.5e-9,,,
54,dc_sweep,gmb_pmos_svt,76.18e-9,,,
54,dc_sweep,gds_pmos_svt,12.93e-9,,,
54,dc_sweep,id_pmos_svt,-24.72e-9,,,
54,dc_sweep,sth_pmos_svt,10.72e-27,,,
54,dc_sweep,sfl_pmos_svt,262e-27,,,
"Parameters: ds=300m, gs=600m, length=1u, sb=0",,,,,,
55,dc_sweep,cgg_nmos_svt,218.5e-15,,,
55,dc_sweep,cdd_nmos_svt,8.778e-15,,,
55,dc_sweep,css_nmos_svt,212.4e-15,,,
55,dc_sweep,gm_nmos_svt,1.644e-3,,,
55,dc_sweep,gmb_nmos_svt,205e-6,,,
55,dc_sweep,gds_nmos_svt,83.57e-6,,,
55,dc_sweep,id_nmos_svt,182e-6,,,
55,dc_sweep,sth_nmos_svt,20.52e-24,,,
55,dc_sweep,sfl_nmos_svt,26.82e-18,,,
55,dc_sweep,cgg_pmos_svt,318e-15,,,
55,dc_sweep,cdd_pmos_svt,15.63e-15,,,
55,dc_sweep,css_pmos_svt,303.1e-15,,,
55,dc_sweep,gm_pmos_svt,968e-6,,,
55,dc_sweep,gmb_pmos_svt,118.4e-6,,,
55,dc_sweep,gds_pmos_svt,44.39e-6,,,
55,dc_sweep,id_pmos_svt,-102.1e-6,,,
55,dc_sweep,sth_pmos_svt,11.79e-24,,,
55,dc_sweep,sfl_pmos_svt,3.742e-18,,,
"Parameters: ds=300m, gs=600m, length=1u, sb=250m",,,,,,
56,dc_sweep,cgg_nmos_svt,211.9e-15,,,
56,dc_sweep,cdd_nmos_svt,7.411e-15,,,
56,dc_sweep,css_nmos_svt,204.9e-15,,,
56,dc_sweep,gm_nmos_svt,1.416e-3,,,
56,dc_sweep,gmb_nmos_svt,153.1e-6,,,
56,dc_sweep,gds_nmos_svt,63.17e-6,,,
56,dc_sweep,id_nmos_svt,137.6e-6,,,
56,dc_sweep,sth_nmos_svt,17.16e-24,,,
56,dc_sweep,sfl_nmos_svt,19.55e-18,,,
56,dc_sweep,cgg_pmos_svt,308.8e-15,,,
56,dc_sweep,cdd_pmos_svt,13.53e-15,,,
56,dc_sweep,css_pmos_svt,293.2e-15,,,
56,dc_sweep,gm_pmos_svt,854.6e-6,,,
56,dc_sweep,gmb_pmos_svt,90.71e-6,,,
56,dc_sweep,gds_pmos_svt,29.74e-6,,,
56,dc_sweep,id_pmos_svt,-76.13e-6,,,
56,dc_sweep,sth_pmos_svt,9.753e-24,,,
56,dc_sweep,sfl_pmos_svt,2.23e-18,,,
"Parameters: ds=300m, gs=600m, length=1u, sb=500m",,,,,,
57,dc_sweep,cgg_nmos_svt,205.5e-15,,,
57,dc_sweep,cdd_nmos_svt,6.475e-15,,,
57,dc_sweep,css_nmos_svt,198.1e-15,,,
57,dc_sweep,gm_nmos_svt,1.205e-3,,,
57,dc_sweep,gmb_nmos_svt,115.6e-6,,,
57,dc_sweep,gds_nmos_svt,48.17e-6,,,
57,dc_sweep,id_nmos_svt,104.2e-6,,,
57,dc_sweep,sth_nmos_svt,14.38e-24,,,
57,dc_sweep,sfl_nmos_svt,13.98e-18,,,
57,dc_sweep,cgg_pmos_svt,299.8e-15,,,
57,dc_sweep,cdd_pmos_svt,12.05e-15,,,
57,dc_sweep,css_pmos_svt,284.2e-15,,,
57,dc_sweep,gm_pmos_svt,738.1e-6,,,
57,dc_sweep,gmb_pmos_svt,69.73e-6,,,
57,dc_sweep,gds_pmos_svt,20.69e-6,,,
57,dc_sweep,id_pmos_svt,-56.18e-6,,,
57,dc_sweep,sth_pmos_svt,8.007e-24,,,
57,dc_sweep,sfl_pmos_svt,1.306e-18,,,
"Parameters: ds=300m, gs=600m, length=1.5u, sb=0",,,,,,
58,dc_sweep,cgg_nmos_svt,322.7e-15,,,
58,dc_sweep,cdd_nmos_svt,12.91e-15,,,
58,dc_sweep,css_nmos_svt,318e-15,,,
58,dc_sweep,gm_nmos_svt,1.173e-3,,,
58,dc_sweep,gmb_nmos_svt,145.5e-6,,,
58,dc_sweep,gds_nmos_svt,53.59e-6,,,
58,dc_sweep,id_nmos_svt,134.5e-6,,,
58,dc_sweep,sth_nmos_svt,14.49e-24,,,
58,dc_sweep,sfl_nmos_svt,9.056e-18,,,
58,dc_sweep,cgg_pmos_svt,468.1e-15,,,
58,dc_sweep,cdd_pmos_svt,22.8e-15,,,
58,dc_sweep,css_pmos_svt,453.7e-15,,,
58,dc_sweep,gm_pmos_svt,703.5e-6,,,
58,dc_sweep,gmb_pmos_svt,85.69e-6,,,
58,dc_sweep,gds_pmos_svt,34.96e-6,,,
58,dc_sweep,id_pmos_svt,-78.68e-6,,,
58,dc_sweep,sth_pmos_svt,8.643e-24,,,
58,dc_sweep,sfl_pmos_svt,1.432e-18,,,
"Parameters: ds=300m, gs=600m, length=1.5u, sb=250m",,,,,,
59,dc_sweep,cgg_nmos_svt,313.1e-15,,,
59,dc_sweep,cdd_nmos_svt,10.39e-15,,,
59,dc_sweep,css_nmos_svt,307.1e-15,,,
59,dc_sweep,gm_nmos_svt,1.02e-3,,,
59,dc_sweep,gmb_nmos_svt,109.6e-6,,,
59,dc_sweep,gds_nmos_svt,40.12e-6,,,
59,dc_sweep,id_nmos_svt,102.9e-6,,,
59,dc_sweep,sth_nmos_svt,12.22e-24,,,
59,dc_sweep,sfl_nmos_svt,6.728e-18,,,
59,dc_sweep,cgg_pmos_svt,454.6e-15,,,
59,dc_sweep,cdd_pmos_svt,18.87e-15,,,
59,dc_sweep,css_pmos_svt,439.7e-15,,,
59,dc_sweep,gm_pmos_svt,630.3e-6,,,
59,dc_sweep,gmb_pmos_svt,66.45e-6,,,
59,dc_sweep,gds_pmos_svt,23.18e-6,,,
59,dc_sweep,id_pmos_svt,-59.79e-6,,,
59,dc_sweep,sth_pmos_svt,7.239e-24,,,
59,dc_sweep,sfl_pmos_svt,880.9e-21,,,
"Parameters: ds=300m, gs=600m, length=1.5u, sb=500m",,,,,,
60,dc_sweep,cgg_nmos_svt,303.9e-15,,,
60,dc_sweep,cdd_nmos_svt,8.679e-15,,,
60,dc_sweep,css_nmos_svt,297.5e-15,,,
60,dc_sweep,gm_nmos_svt,877.2e-6,,,
60,dc_sweep,gmb_nmos_svt,83.6e-6,,,
60,dc_sweep,gds_nmos_svt,30.52e-6,,,
60,dc_sweep,id_nmos_svt,78.88e-6,,,
60,dc_sweep,sth_nmos_svt,10.34e-24,,,
60,dc_sweep,sfl_nmos_svt,4.911e-18,,,
60,dc_sweep,cgg_pmos_svt,441.8e-15,,,
60,dc_sweep,cdd_pmos_svt,16.13e-15,,,
60,dc_sweep,css_pmos_svt,427.2e-15,,,
60,dc_sweep,gm_pmos_svt,554.4e-6,,,
60,dc_sweep,gmb_pmos_svt,51.93e-6,,,
60,dc_sweep,gds_pmos_svt,16.01e-6,,,
60,dc_sweep,id_pmos_svt,-45.07e-6,,,
60,dc_sweep,sth_pmos_svt,6.031e-24,,,
60,dc_sweep,sfl_pmos_svt,534.8e-21,,,
"Parameters: ds=300m, gs=600m, length=2u, sb=0",,,,,,
61,dc_sweep,cgg_nmos_svt,426.7e-15,,,
61,dc_sweep,cdd_nmos_svt,17.56e-15,,,
61,dc_sweep,css_nmos_svt,423.4e-15,,,
61,dc_sweep,gm_nmos_svt,914.1e-6,,,
61,dc_sweep,gmb_nmos_svt,113.1e-6,,,
61,dc_sweep,gds_nmos_svt,38.86e-6,,,
61,dc_sweep,id_nmos_svt,107e-6,,,
61,dc_sweep,sth_nmos_svt,11.22e-24,,,
61,dc_sweep,sfl_nmos_svt,4.106e-18,,,
61,dc_sweep,cgg_pmos_svt,618.1e-15,,,
61,dc_sweep,cdd_pmos_svt,31.02e-15,,,
61,dc_sweep,css_pmos_svt,604.7e-15,,,
61,dc_sweep,gm_pmos_svt,556.1e-6,,,
61,dc_sweep,gmb_pmos_svt,67.7e-6,,,
61,dc_sweep,gds_pmos_svt,29.47e-6,,,
61,dc_sweep,id_pmos_svt,-64.56e-6,,,
61,dc_sweep,sth_pmos_svt,6.882e-24,,,
61,dc_sweep,sfl_pmos_svt,708.9e-21,,,
"Parameters: ds=300m, gs=600m, length=2u, sb=250m",,,,,,
62,dc_sweep,cgg_nmos_svt,413.9e-15,,,
62,dc_sweep,cdd_nmos_svt,13.74e-15,,,
62,dc_sweep,css_nmos_svt,409.2e-15,,,
62,dc_sweep,gm_nmos_svt,798.2e-6,,,
62,dc_sweep,gmb_nmos_svt,85.55e-6,,,
62,dc_sweep,gds_nmos_svt,28.72e-6,,,
62,dc_sweep,id_nmos_svt,82.38e-6,,,
62,dc_sweep,sth_nmos_svt,9.511e-24,,,
62,dc_sweep,sfl_nmos_svt,3.085e-18,,,
62,dc_sweep,cgg_pmos_svt,600.2e-15,,,
62,dc_sweep,cdd_pmos_svt,24.99e-15,,,
62,dc_sweep,css_pmos_svt,586.5e-15,,,
62,dc_sweep,gm_pmos_svt,502.3e-6,,,
62,dc_sweep,gmb_pmos_svt,52.83e-6,,,
62,dc_sweep,gds_pmos_svt,19.41e-6,,,
62,dc_sweep,id_pmos_svt,-49.6e-6,,,
62,dc_sweep,sth_pmos_svt,5.804e-24,,,
62,dc_sweep,sfl_pmos_svt,444.2e-21,,,
"Parameters: ds=300m, gs=600m, length=2u, sb=500m",,,,,,
63,dc_sweep,cgg_nmos_svt,401.9e-15,,,
63,dc_sweep,cdd_nmos_svt,11.15e-15,,,
63,dc_sweep,css_nmos_svt,396.8e-15,,,
63,dc_sweep,gm_nmos_svt,690.8e-6,,,
63,dc_sweep,gmb_nmos_svt,65.64e-6,,,
63,dc_sweep,gds_nmos_svt,21.7e-6,,,
63,dc_sweep,id_nmos_svt,63.6e-6,,,
63,dc_sweep,sth_nmos_svt,8.084e-24,,,
63,dc_sweep,sfl_nmos_svt,2.278e-18,,,
63,dc_sweep,cgg_pmos_svt,583.5e-15,,,
63,dc_sweep,cdd_pmos_svt,20.78e-15,,,
63,dc_sweep,css_pmos_svt,570.4e-15,,,
63,dc_sweep,gm_pmos_svt,446.4e-6,,,
63,dc_sweep,gmb_pmos_svt,41.66e-6,,,
63,dc_sweep,gds_pmos_svt,13.33e-6,,,
63,dc_sweep,id_pmos_svt,-37.84e-6,,,
63,dc_sweep,sth_pmos_svt,4.875e-24,,,
63,dc_sweep,sfl_pmos_svt,275.3e-21,,,
"Parameters: ds=300m, gs=900m, length=1u, sb=0",,,,,,
64,dc_sweep,cgg_nmos_svt,255.1e-15,,,
64,dc_sweep,cdd_nmos_svt,86.8e-15,,,
64,dc_sweep,css_nmos_svt,234.6e-15,,,
64,dc_sweep,gm_nmos_svt,2.586e-3,,,
64,dc_sweep,gmb_nmos_svt,323.1e-6,,,
64,dc_sweep,gds_nmos_svt,1.54e-3,,,
64,dc_sweep,id_nmos_svt,894.7e-6,,,
64,dc_sweep,sth_nmos_svt,55.05e-24,,,
64,dc_sweep,sfl_nmos_svt,80.37e-18,,,
64,dc_sweep,cgg_pmos_svt,366.4e-15,,,
64,dc_sweep,cdd_pmos_svt,134.4e-15,,,
64,dc_sweep,css_pmos_svt,331.4e-15,,,
64,dc_sweep,gm_pmos_svt,1.044e-3,,,
64,dc_sweep,gmb_pmos_svt,162e-6,,,
64,dc_sweep,gds_pmos_svt,798.3e-6,,,
64,dc_sweep,id_pmos_svt,-432.6e-6,,,
64,dc_sweep,sth_pmos_svt,28.41e-24,,,
64,dc_sweep,sfl_pmos_svt,49.86e-18,,,
"Parameters: ds=300m, gs=900m, length=1u, sb=250m",,,,,,
65,dc_sweep,cgg_nmos_svt,250.2e-15,,,
65,dc_sweep,cdd_nmos_svt,76.31e-15,,,
65,dc_sweep,css_nmos_svt,228e-15,,,
65,dc_sweep,gm_nmos_svt,2.581e-3,,,
65,dc_sweep,gmb_nmos_svt,273e-6,,,
65,dc_sweep,gds_nmos_svt,1.344e-3,,,
65,dc_sweep,id_nmos_svt,820.6e-6,,,
65,dc_sweep,sth_nmos_svt,51.22e-24,,,
65,dc_sweep,sfl_nmos_svt,77.83e-18,,,
65,dc_sweep,cgg_pmos_svt,359.4e-15,,,
65,dc_sweep,cdd_pmos_svt,119.1e-15,,,
65,dc_sweep,css_pmos_svt,323e-15,,,
65,dc_sweep,gm_pmos_svt,1.04e-3,,,
65,dc_sweep,gmb_pmos_svt,135.8e-6,,,
65,dc_sweep,gds_pmos_svt,699.8e-6,,,
65,dc_sweep,id_pmos_svt,-395.6e-6,,,
65,dc_sweep,sth_pmos_svt,26.34e-24,,,
65,dc_sweep,sfl_pmos_svt,41.92e-18,,,
"Parameters: ds=300m, gs=900m, length=1u, sb=500m",,,,,,
66,dc_sweep,cgg_nmos_svt,245.7e-15,,,
66,dc_sweep,cdd_nmos_svt,67.14e-15,,,
66,dc_sweep,css_nmos_svt,223e-15,,,
66,dc_sweep,gm_nmos_svt,2.578e-3,,,
66,dc_sweep,gmb_nmos_svt,236.9e-6,,,
66,dc_sweep,gds_nmos_svt,1.176e-3,,,
66,dc_sweep,id_nmos_svt,757.1e-6,,,
66,dc_sweep,sth_nmos_svt,47.97e-24,,,
66,dc_sweep,sfl_nmos_svt,75.51e-18,,,
66,dc_sweep,cgg_pmos_svt,353e-15,,,
66,dc_sweep,cdd_pmos_svt,105.8e-15,,,
66,dc_sweep,css_pmos_svt,316.4e-15,,,
66,dc_sweep,gm_pmos_svt,1.036e-3,,,
66,dc_sweep,gmb_pmos_svt,117.3e-6,,,
66,dc_sweep,gds_pmos_svt,617.9e-6,,,
66,dc_sweep,id_pmos_svt,-364e-6,,,
66,dc_sweep,sth_pmos_svt,24.56e-24,,,
66,dc_sweep,sfl_pmos_svt,35.64e-18,,,
"Parameters: ds=300m, gs=900m, length=1.5u, sb=0",,,,,,
67,dc_sweep,cgg_nmos_svt,383.4e-15,,,
67,dc_sweep,cdd_nmos_svt,147e-15,,,
67,dc_sweep,css_nmos_svt,351.2e-15,,,
67,dc_sweep,gm_nmos_svt,1.76e-3,,,
67,dc_sweep,gmb_nmos_svt,220.9e-6,,,
67,dc_sweep,gds_nmos_svt,1.129e-3,,,
67,dc_sweep,id_nmos_svt,627.1e-6,,,
67,dc_sweep,sth_nmos_svt,37.94e-24,,,
67,dc_sweep,sfl_nmos_svt,24.39e-18,,,
67,dc_sweep,cgg_pmos_svt,549.9e-15,,,
67,dc_sweep,cdd_pmos_svt,227.5e-15,,,
67,dc_sweep,css_pmos_svt,496.3e-15,,,
67,dc_sweep,gm_pmos_svt,723.1e-6,,,
67,dc_sweep,gmb_pmos_svt,113.4e-6,,,
67,dc_sweep,gds_pmos_svt,594.2e-6,,,
67,dc_sweep,id_pmos_svt,-310.8e-6,,,
67,dc_sweep,sth_pmos_svt,20.22e-24,,,
67,dc_sweep,sfl_pmos_svt,16.85e-18,,,
"Parameters: ds=300m, gs=900m, length=1.5u, sb=250m",,,,,,
68,dc_sweep,cgg_nmos_svt,376.1e-15,,,
68,dc_sweep,cdd_nmos_svt,130.8e-15,,,
68,dc_sweep,css_nmos_svt,341.2e-15,,,
68,dc_sweep,gm_nmos_svt,1.757e-3,,,
68,dc_sweep,gmb_nmos_svt,186.1e-6,,,
68,dc_sweep,gds_nmos_svt,991.5e-6,,,
68,dc_sweep,id_nmos_svt,576.5e-6,,,
68,dc_sweep,sth_nmos_svt,35.34e-24,,,
68,dc_sweep,sfl_nmos_svt,23.65e-18,,,
68,dc_sweep,cgg_pmos_svt,539.5e-15,,,
68,dc_sweep,cdd_pmos_svt,204.1e-15,,,
68,dc_sweep,css_pmos_svt,483.7e-15,,,
68,dc_sweep,gm_pmos_svt,719.9e-6,,,
68,dc_sweep,gmb_pmos_svt,94.75e-6,,,
68,dc_sweep,gds_pmos_svt,524e-6,,,
68,dc_sweep,id_pmos_svt,-284.9e-6,,,
68,dc_sweep,sth_pmos_svt,18.77e-24,,,
68,dc_sweep,sfl_pmos_svt,14.24e-18,,,
"Parameters: ds=300m, gs=900m, length=1.5u, sb=500m",,,,,,
69,dc_sweep,cgg_nmos_svt,369.3e-15,,,
69,dc_sweep,cdd_nmos_svt,116.3e-15,,,
69,dc_sweep,css_nmos_svt,333.6e-15,,,
69,dc_sweep,gm_nmos_svt,1.755e-3,,,
69,dc_sweep,gmb_nmos_svt,161.2e-6,,,
69,dc_sweep,gds_nmos_svt,874.1e-6,,,
69,dc_sweep,id_nmos_svt,533.3e-6,,,
69,dc_sweep,sth_nmos_svt,33.13e-24,,,
69,dc_sweep,sfl_nmos_svt,22.99e-18,,,
69,dc_sweep,cgg_pmos_svt,529.8e-15,,,
69,dc_sweep,cdd_pmos_svt,183.5e-15,,,
69,dc_sweep,css_pmos_svt,473.7e-15,,,
69,dc_sweep,gm_pmos_svt,717.5e-6,,,
69,dc_sweep,gmb_pmos_svt,81.65e-6,,,
69,dc_sweep,gds_pmos_svt,465.7e-6,,,
69,dc_sweep,id_pmos_svt,-262.9e-6,,,
69,dc_sweep,sth_pmos_svt,17.53e-24,,,
69,dc_sweep,sfl_pmos_svt,12.16e-18,,,
"Parameters: ds=300m, gs=900m, length=2u, sb=0",,,,,,
70,dc_sweep,cgg_nmos_svt,512.6e-15,,,
70,dc_sweep,cdd_nmos_svt,209.4e-15,,,
70,dc_sweep,css_nmos_svt,467.7e-15,,,
70,dc_sweep,gm_nmos_svt,1.333e-3,,,
70,dc_sweep,gmb_nmos_svt,167.9e-6,,,
70,dc_sweep,gds_nmos_svt,890.6e-6,,,
70,dc_sweep,id_nmos_svt,483.3e-6,,,
70,dc_sweep,sth_nmos_svt,29.01e-24,,,
70,dc_sweep,sfl_nmos_svt,10.4e-18,,,
70,dc_sweep,cgg_pmos_svt,734.9e-15,,,
70,dc_sweep,cdd_pmos_svt,323.8e-15,,,
70,dc_sweep,css_pmos_svt,661.4e-15,,,
70,dc_sweep,gm_pmos_svt,556e-6,,,
70,dc_sweep,gmb_pmos_svt,87.93e-6,,,
70,dc_sweep,gds_pmos_svt,476.7e-6,,,
70,dc_sweep,id_pmos_svt,-244.4e-6,,,
70,dc_sweep,sth_pmos_svt,15.83e-24,,,
70,dc_sweep,sfl_pmos_svt,7.742e-18,,,
"Parameters: ds=300m, gs=900m, length=2u, sb=250m",,,,,,
71,dc_sweep,cgg_nmos_svt,503e-15,,,
71,dc_sweep,cdd_nmos_svt,187.7e-15,,,
71,dc_sweep,css_nmos_svt,454.2e-15,,,
71,dc_sweep,gm_nmos_svt,1.33e-3,,,
71,dc_sweep,gmb_nmos_svt,141.2e-6,,,
71,dc_sweep,gds_nmos_svt,784.7e-6,,,
71,dc_sweep,id_nmos_svt,444.9e-6,,,
71,dc_sweep,sth_nmos_svt,27.03e-24,,,
71,dc_sweep,sfl_nmos_svt,10.09e-18,,,
71,dc_sweep,cgg_pmos_svt,721.4e-15,,,
71,dc_sweep,cdd_pmos_svt,293e-15,,,
71,dc_sweep,css_pmos_svt,644.6e-15,,,
71,dc_sweep,gm_pmos_svt,553.5e-6,,,
71,dc_sweep,gmb_pmos_svt,73.29e-6,,,
71,dc_sweep,gds_pmos_svt,421.7e-6,,,
71,dc_sweep,id_pmos_svt,-224.3e-6,,,
71,dc_sweep,sth_pmos_svt,14.71e-24,,,
71,dc_sweep,sfl_pmos_svt,6.556e-18,,,
"Parameters: ds=300m, gs=900m, length=2u, sb=500m",,,,,,
72,dc_sweep,cgg_nmos_svt,493.9e-15,,,
72,dc_sweep,cdd_nmos_svt,168.2e-15,,,
72,dc_sweep,css_nmos_svt,444e-15,,,
72,dc_sweep,gm_nmos_svt,1.329e-3,,,
72,dc_sweep,gmb_nmos_svt,122.1e-6,,,
72,dc_sweep,gds_nmos_svt,694.5e-6,,,
72,dc_sweep,id_nmos_svt,412.1e-6,,,
72,dc_sweep,sth_nmos_svt,25.36e-24,,,
72,dc_sweep,sfl_nmos_svt,9.815e-18,,,
72,dc_sweep,cgg_pmos_svt,708.5e-15,,,
72,dc_sweep,cdd_pmos_svt,265.4e-15,,,
72,dc_sweep,css_pmos_svt,631.3e-15,,,
72,dc_sweep,gm_pmos_svt,551.5e-6,,,
72,dc_sweep,gmb_pmos_svt,63.07e-6,,,
72,dc_sweep,gds_pmos_svt,376.2e-6,,,
72,dc_sweep,id_pmos_svt,-207.4e-6,,,
72,dc_sweep,sth_pmos_svt,13.74e-24,,,
72,dc_sweep,sfl_pmos_svt,5.617e-18,,,
"Parameters: ds=600m, gs=0, length=1u, sb=0",,,,,,
73,dc_sweep,cgg_nmos_svt,52.89e-15,,,
73,dc_sweep,cdd_nmos_svt,3.372e-15,,,
73,dc_sweep,css_nmos_svt,3.702e-15,,,
73,dc_sweep,gm_nmos_svt,7.131e-9,,,
73,dc_sweep,gmb_nmos_svt,1.125e-9,,,
73,dc_sweep,gds_nmos_svt,133.2e-12,,,
73,dc_sweep,id_nmos_svt,230.8e-12,,,
73,dc_sweep,sth_nmos_svt,90.06e-30,,,
73,dc_sweep,sfl_nmos_svt,317.8e-30,,,
73,dc_sweep,cgg_pmos_svt,81.41e-15,,,
73,dc_sweep,cdd_pmos_svt,5.669e-15,,,
73,dc_sweep,css_pmos_svt,6.71e-15,,,
73,dc_sweep,gm_pmos_svt,275.7e-12,,,
73,dc_sweep,gmb_pmos_svt,38.27e-12,,,
73,dc_sweep,gds_pmos_svt,4.02e-12,,,
73,dc_sweep,id_pmos_svt,-72.95e-12,,,
73,dc_sweep,sth_pmos_svt,3.154e-30,,,
73,dc_sweep,sfl_pmos_svt,51.71e-33,,,
"Parameters: ds=600m, gs=0, length=1u, sb=250m",,,,,,
74,dc_sweep,cgg_nmos_svt,45.47e-15,,,
74,dc_sweep,cdd_nmos_svt,3.372e-15,,,
74,dc_sweep,css_nmos_svt,3.712e-15,,,
74,dc_sweep,gm_nmos_svt,2.35e-9,,,
74,dc_sweep,gmb_nmos_svt,313.3e-12,,,
74,dc_sweep,gds_nmos_svt,38.87e-12,,,
74,dc_sweep,id_nmos_svt,74.63e-12,,,
74,dc_sweep,sth_nmos_svt,29.29e-30,,,
74,dc_sweep,sfl_nmos_svt,34.21e-30,,,
74,dc_sweep,cgg_pmos_svt,70.4e-15,,,
74,dc_sweep,cdd_pmos_svt,5.669e-15,,,
74,dc_sweep,css_pmos_svt,6.812e-15,,,
74,dc_sweep,gm_pmos_svt,93.25e-12,,,
74,dc_sweep,gmb_pmos_svt,11e-12,,,
74,dc_sweep,gds_pmos_svt,1.336e-12,,,
74,dc_sweep,id_pmos_svt,-67.57e-12,,,
74,dc_sweep,sth_pmos_svt,1.029e-30,,,
74,dc_sweep,sfl_pmos_svt,5.892e-33,,,
"Parameters: ds=600m, gs=0, length=1u, sb=500m",,,,,,
75,dc_sweep,cgg_nmos_svt,40.75e-15,,,
75,dc_sweep,cdd_nmos_svt,3.372e-15,,,
75,dc_sweep,css_nmos_svt,3.716e-15,,,
75,dc_sweep,gm_nmos_svt,888.1e-12,,,
75,dc_sweep,gmb_nmos_svt,103.4e-12,,,
75,dc_sweep,gds_nmos_svt,12.8e-12,,,
75,dc_sweep,id_nmos_svt,27.84e-12,,,
75,dc_sweep,sth_nmos_svt,11.06e-30,,,
75,dc_sweep,sfl_nmos_svt,4.881e-30,,,
75,dc_sweep,cgg_pmos_svt,63.35e-15,,,
75,dc_sweep,cdd_pmos_svt,5.669e-15,,,
75,dc_sweep,css_pmos_svt,6.867e-15,,,
75,dc_sweep,gm_pmos_svt,36.07e-12,,,
75,dc_sweep,gmb_pmos_svt,3.732e-12,,,
75,dc_sweep,gds_pmos_svt,510.4e-15,,,
75,dc_sweep,id_pmos_svt,-65.9e-12,,,
75,dc_sweep,sth_pmos_svt,386.3e-33,,,
75,dc_sweep,sfl_pmos_svt,878e-36,,,
"Parameters: ds=600m, gs=0, length=1.5u, sb=0",,,,,,
76,dc_sweep,cgg_nmos_svt,75.64e-15,,,
76,dc_sweep,cdd_nmos_svt,3.372e-15,,,
76,dc_sweep,css_nmos_svt,3.686e-15,,,
76,dc_sweep,gm_nmos_svt,6.245e-9,,,
76,dc_sweep,gmb_nmos_svt,981e-12,,,
76,dc_sweep,gds_nmos_svt,104.9e-12,,,
76,dc_sweep,id_nmos_svt,202.2e-12,,,
76,dc_sweep,sth_nmos_svt,81.05e-30,,,
76,dc_sweep,sfl_nmos_svt,163.5e-30,,,
76,dc_sweep,cgg_pmos_svt,115.4e-15,,,
76,dc_sweep,cdd_pmos_svt,5.669e-15,,,
76,dc_sweep,css_pmos_svt,6.512e-15,,,
76,dc_sweep,gm_pmos_svt,261.4e-12,,,
76,dc_sweep,gmb_pmos_svt,35.91e-12,,,
76,dc_sweep,gds_pmos_svt,3.608e-12,,,
76,dc_sweep,id_pmos_svt,-72.53e-12,,,
76,dc_sweep,sth_pmos_svt,3.037e-30,,,
76,dc_sweep,sfl_pmos_svt,31.04e-33,,,
"Parameters: ds=600m, gs=0, length=1.5u, sb=250m",,,,,,
77,dc_sweep,cgg_nmos_svt,64.58e-15,,,
77,dc_sweep,cdd_nmos_svt,3.372e-15,,,
77,dc_sweep,css_nmos_svt,3.704e-15,,,
77,dc_sweep,gm_nmos_svt,2.069e-9,,,
77,dc_sweep,gmb_nmos_svt,274.7e-12,,,
77,dc_sweep,gds_nmos_svt,30.39e-12,,,
