Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
27,dc_sweep,cgg_nmos_svt,533.3e-15,,,
27,dc_sweep,cdd_nmos_svt,493.9e-15,,,
27,dc_sweep,css_nmos_svt,473.2e-15,,,
27,dc_sweep,gm_nmos_svt,0,,,
27,dc_sweep,gmb_nmos_svt,0,,,
27,dc_sweep,gds_nmos_svt,642.5e-6,,,
27,dc_sweep,id_nmos_svt,-5.704e-15,,,
27,dc_sweep,sth_nmos_svt,11.28e-24,,,
27,dc_sweep,sfl_nmos_svt,0,,,
27,dc_sweep,cgg_pmos_svt,789.3e-15,,,
27,dc_sweep,cdd_pmos_svt,681.4e-15,,,
27,dc_sweep,css_pmos_svt,759.9e-15,,,
27,dc_sweep,gm_pmos_svt,0,,,
27,dc_sweep,gmb_pmos_svt,0,,,
27,dc_sweep,gds_pmos_svt,359.1e-6,,,
27,dc_sweep,id_pmos_svt,3.268e-9,,,
27,dc_sweep,sth_pmos_svt,7.211e-24,,,
27,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1u, sb=0",,,,,,
28,dc_sweep,cgg_nmos_svt,296.4e-15,,,
28,dc_sweep,cdd_nmos_svt,308.9e-15,,,
28,dc_sweep,css_nmos_svt,281e-15,,,
28,dc_sweep,gm_nmos_svt,0,,,
28,dc_sweep,gmb_nmos_svt,0,,,
28,dc_sweep,gds_nmos_svt,4.439e-3,,,
28,dc_sweep,id_nmos_svt,-29.03e-15,,,
28,dc_sweep,sth_nmos_svt,75.92e-24,,,
28,dc_sweep,sfl_nmos_svt,0,,,
28,dc_sweep,cgg_pmos_svt,428.5e-15,,,
28,dc_sweep,cdd_pmos_svt,394.2e-15,,,
28,dc_sweep,css_pmos_svt,467.4e-15,,,
28,dc_sweep,gm_pmos_svt,0,,,
28,dc_sweep,gmb_pmos_svt,0,,,
28,dc_sweep,gds_pmos_svt,2.112e-3,,,
28,dc_sweep,id_pmos_svt,8.181e-9,,,
28,dc_sweep,sth_pmos_svt,39.85e-24,,,
28,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1u, sb=250m",,,,,,
29,dc_sweep,cgg_nmos_svt,294.9e-15,,,
29,dc_sweep,cdd_nmos_svt,298.6e-15,,,
29,dc_sweep,css_nmos_svt,273.6e-15,,,
29,dc_sweep,gm_nmos_svt,0,,,
29,dc_sweep,gmb_nmos_svt,0,,,
29,dc_sweep,gds_nmos_svt,4.144e-3,,,
29,dc_sweep,id_nmos_svt,-29.61e-15,,,
29,dc_sweep,sth_nmos_svt,70.92e-24,,,
29,dc_sweep,sfl_nmos_svt,0,,,
29,dc_sweep,cgg_pmos_svt,426.2e-15,,,
29,dc_sweep,cdd_pmos_svt,385.4e-15,,,
29,dc_sweep,css_pmos_svt,454.8e-15,,,
29,dc_sweep,gm_pmos_svt,0,,,
29,dc_sweep,gmb_pmos_svt,0,,,
29,dc_sweep,gds_pmos_svt,1.966e-3,,,
29,dc_sweep,id_pmos_svt,8.219e-9,,,
29,dc_sweep,sth_pmos_svt,37.16e-24,,,
29,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1u, sb=500m",,,,,,
30,dc_sweep,cgg_nmos_svt,293.5e-15,,,
30,dc_sweep,cdd_nmos_svt,290.3e-15,,,
30,dc_sweep,css_nmos_svt,267.9e-15,,,
30,dc_sweep,gm_nmos_svt,0,,,
30,dc_sweep,gmb_nmos_svt,0,,,
30,dc_sweep,gds_nmos_svt,3.891e-3,,,
30,dc_sweep,id_nmos_svt,-30.33e-15,,,
30,dc_sweep,sth_nmos_svt,66.64e-24,,,
30,dc_sweep,sfl_nmos_svt,0,,,
30,dc_sweep,cgg_pmos_svt,424.2e-15,,,
30,dc_sweep,cdd_pmos_svt,378.3e-15,,,
30,dc_sweep,css_pmos_svt,443.9e-15,,,
30,dc_sweep,gm_pmos_svt,0,,,
30,dc_sweep,gmb_pmos_svt,0,,,
30,dc_sweep,gds_pmos_svt,1.84e-3,,,
30,dc_sweep,id_pmos_svt,8.26e-9,,,
30,dc_sweep,sth_pmos_svt,34.84e-24,,,
30,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1.5u, sb=0",,,,,,
31,dc_sweep,cgg_nmos_svt,441.5e-15,,,
31,dc_sweep,cdd_nmos_svt,446.1e-15,,,
31,dc_sweep,css_nmos_svt,413.5e-15,,,
31,dc_sweep,gm_nmos_svt,0,,,
31,dc_sweep,gmb_nmos_svt,0,,,
31,dc_sweep,gds_nmos_svt,3.049e-3,,,
31,dc_sweep,id_nmos_svt,-45.31e-15,,,
31,dc_sweep,sth_nmos_svt,52.09e-24,,,
31,dc_sweep,sfl_nmos_svt,0,,,
31,dc_sweep,cgg_pmos_svt,636.6e-15,,,
31,dc_sweep,cdd_pmos_svt,579.4e-15,,,
31,dc_sweep,css_pmos_svt,671.8e-15,,,
31,dc_sweep,gm_pmos_svt,0,,,
31,dc_sweep,gmb_pmos_svt,0,,,
31,dc_sweep,gds_pmos_svt,1.492e-3,,,
31,dc_sweep,id_pmos_svt,12.42e-9,,,
31,dc_sweep,sth_pmos_svt,28.12e-24,,,
31,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1.5u, sb=250m",,,,,,
32,dc_sweep,cgg_nmos_svt,439.3e-15,,,
32,dc_sweep,cdd_nmos_svt,431.1e-15,,,
32,dc_sweep,css_nmos_svt,402.7e-15,,,
32,dc_sweep,gm_nmos_svt,0,,,
32,dc_sweep,gmb_nmos_svt,0,,,
32,dc_sweep,gds_nmos_svt,2.851e-3,,,
32,dc_sweep,id_nmos_svt,-46.29e-15,,,
32,dc_sweep,sth_nmos_svt,48.73e-24,,,
32,dc_sweep,sfl_nmos_svt,0,,,
32,dc_sweep,cgg_pmos_svt,633.3e-15,,,
32,dc_sweep,cdd_pmos_svt,566.6e-15,,,
32,dc_sweep,css_pmos_svt,653.7e-15,,,
32,dc_sweep,gm_pmos_svt,0,,,
32,dc_sweep,gmb_pmos_svt,0,,,
32,dc_sweep,gds_pmos_svt,1.391e-3,,,
32,dc_sweep,id_pmos_svt,12.48e-9,,,
32,dc_sweep,sth_pmos_svt,26.26e-24,,,
32,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=1.5u, sb=500m",,,,,,
33,dc_sweep,cgg_nmos_svt,437.3e-15,,,
33,dc_sweep,cdd_nmos_svt,418.9e-15,,,
33,dc_sweep,css_nmos_svt,394.3e-15,,,
33,dc_sweep,gm_nmos_svt,0,,,
33,dc_sweep,gmb_nmos_svt,0,,,
33,dc_sweep,gds_nmos_svt,2.681e-3,,,
33,dc_sweep,id_nmos_svt,-47.43e-15,,,
33,dc_sweep,sth_nmos_svt,45.86e-24,,,
33,dc_sweep,sfl_nmos_svt,0,,,
33,dc_sweep,cgg_pmos_svt,630.3e-15,,,
33,dc_sweep,cdd_pmos_svt,556.1e-15,,,
33,dc_sweep,css_pmos_svt,638e-15,,,
33,dc_sweep,gm_pmos_svt,0,,,
33,dc_sweep,gmb_pmos_svt,0,,,
33,dc_sweep,gds_pmos_svt,1.304e-3,,,
33,dc_sweep,id_pmos_svt,12.55e-9,,,
33,dc_sweep,sth_pmos_svt,24.66e-24,,,
33,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=2u, sb=0",,,,,,
34,dc_sweep,cgg_nmos_svt,586.7e-15,,,
34,dc_sweep,cdd_nmos_svt,581.8e-15,,,
34,dc_sweep,css_nmos_svt,545e-15,,,
34,dc_sweep,gm_nmos_svt,0,,,
34,dc_sweep,gmb_nmos_svt,0,,,
34,dc_sweep,gds_nmos_svt,2.326e-3,,,
34,dc_sweep,id_nmos_svt,-61.91e-15,,,
34,dc_sweep,sth_nmos_svt,39.71e-24,,,
34,dc_sweep,sfl_nmos_svt,0,,,
34,dc_sweep,cgg_pmos_svt,844.9e-15,,,
34,dc_sweep,cdd_pmos_svt,763.8e-15,,,
34,dc_sweep,css_pmos_svt,873.4e-15,,,
34,dc_sweep,gm_pmos_svt,0,,,
34,dc_sweep,gmb_pmos_svt,0,,,
34,dc_sweep,gds_pmos_svt,1.162e-3,,,
34,dc_sweep,id_pmos_svt,16.69e-9,,,
34,dc_sweep,sth_pmos_svt,21.89e-24,,,
34,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=2u, sb=250m",,,,,,
35,dc_sweep,cgg_nmos_svt,583.8e-15,,,
35,dc_sweep,cdd_nmos_svt,562.1e-15,,,
35,dc_sweep,css_nmos_svt,530.7e-15,,,
35,dc_sweep,gm_nmos_svt,0,,,
35,dc_sweep,gmb_nmos_svt,0,,,
35,dc_sweep,gds_nmos_svt,2.176e-3,,,
35,dc_sweep,id_nmos_svt,-63.29e-15,,,
35,dc_sweep,sth_nmos_svt,37.18e-24,,,
35,dc_sweep,sfl_nmos_svt,0,,,
35,dc_sweep,cgg_pmos_svt,840.5e-15,,,
35,dc_sweep,cdd_pmos_svt,746.8e-15,,,
35,dc_sweep,css_pmos_svt,849.8e-15,,,
35,dc_sweep,gm_pmos_svt,0,,,
35,dc_sweep,gmb_pmos_svt,0,,,
35,dc_sweep,gds_pmos_svt,1.084e-3,,,
35,dc_sweep,id_pmos_svt,16.78e-9,,,
35,dc_sweep,sth_pmos_svt,20.46e-24,,,
35,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=0, gs=900m, length=2u, sb=500m",,,,,,
36,dc_sweep,cgg_nmos_svt,581.2e-15,,,
36,dc_sweep,cdd_nmos_svt,546.1e-15,,,
36,dc_sweep,css_nmos_svt,519.7e-15,,,
36,dc_sweep,gm_nmos_svt,0,,,
36,dc_sweep,gmb_nmos_svt,0,,,
36,dc_sweep,gds_nmos_svt,2.049e-3,,,
36,dc_sweep,id_nmos_svt,-64.86e-15,,,
36,dc_sweep,sth_nmos_svt,35.02e-24,,,
36,dc_sweep,sfl_nmos_svt,0,,,
36,dc_sweep,cgg_pmos_svt,836.6e-15,,,
36,dc_sweep,cdd_pmos_svt,733.2e-15,,,
36,dc_sweep,css_pmos_svt,829.4e-15,,,
36,dc_sweep,gm_pmos_svt,0,,,
36,dc_sweep,gmb_pmos_svt,0,,,
36,dc_sweep,gds_pmos_svt,1.017e-3,,,
36,dc_sweep,id_pmos_svt,16.88e-9,,,
36,dc_sweep,sth_pmos_svt,19.23e-24,,,
36,dc_sweep,sfl_pmos_svt,0,,,
"Parameters: ds=300m, gs=0, length=1u, sb=0",,,,,,
37,dc_sweep,cgg_nmos_svt,53.02e-15,,,
37,dc_sweep,cdd_nmos_svt,3.501e-15,,,
37,dc_sweep,css_nmos_svt,3.703e-15,,,
37,dc_sweep,gm_nmos_svt,5.607e-9,,,
37,dc_sweep,gmb_nmos_svt,871.7e-12,,,
37,dc_sweep,gds_nmos_svt,203.1e-12,,,
37,dc_sweep,id_nmos_svt,181.4e-12,,,
37,dc_sweep,sth_nmos_svt,80.01e-30,,,
37,dc_sweep,sfl_nmos_svt,204.5e-30,,,
37,dc_sweep,cgg_pmos_svt,81.89e-15,,,
37,dc_sweep,cdd_pmos_svt,6.144e-15,,,
37,dc_sweep,css_pmos_svt,6.713e-15,,,
37,dc_sweep,gm_pmos_svt,235.1e-12,,,
37,dc_sweep,gmb_pmos_svt,32.62e-12,,,
37,dc_sweep,gds_pmos_svt,3.996e-12,,,
37,dc_sweep,id_pmos_svt,-23.02e-12,,,
37,dc_sweep,sth_pmos_svt,3.088e-30,,,
37,dc_sweep,sfl_pmos_svt,38.93e-33,,,
"Parameters: ds=300m, gs=0, length=1u, sb=250m",,,,,,
38,dc_sweep,cgg_nmos_svt,45.6e-15,,,
38,dc_sweep,cdd_nmos_svt,3.501e-15,,,
38,dc_sweep,css_nmos_svt,3.712e-15,,,
38,dc_sweep,gm_nmos_svt,1.881e-9,,,
38,dc_sweep,gmb_nmos_svt,246.3e-12,,,
38,dc_sweep,gds_nmos_svt,63.07e-12,,,
38,dc_sweep,id_nmos_svt,59.74e-12,,,
38,dc_sweep,sth_nmos_svt,26.01e-30,,,
38,dc_sweep,sfl_nmos_svt,22.61e-30,,,
38,dc_sweep,cgg_pmos_svt,70.88e-15,,,
38,dc_sweep,cdd_pmos_svt,6.144e-15,,,
38,dc_sweep,css_pmos_svt,6.813e-15,,,
38,dc_sweep,gm_pmos_svt,79.56e-12,,,
38,dc_sweep,gmb_pmos_svt,9.38e-12,,,
38,dc_sweep,gds_pmos_svt,1.329e-12,,,
38,dc_sweep,id_pmos_svt,-18.43e-12,,,
38,dc_sweep,sth_pmos_svt,1.007e-30,,,
38,dc_sweep,sfl_pmos_svt,4.443e-33,,,
"Parameters: ds=300m, gs=0, length=1u, sb=500m",,,,,,
39,dc_sweep,cgg_nmos_svt,40.88e-15,,,
39,dc_sweep,cdd_nmos_svt,3.501e-15,,,
39,dc_sweep,css_nmos_svt,3.717e-15,,,
39,dc_sweep,gm_nmos_svt,724.7e-12,,,
39,dc_sweep,gmb_nmos_svt,82.57e-12,,,
39,dc_sweep,gds_nmos_svt,22.47e-12,,,
39,dc_sweep,id_nmos_svt,22.72e-12,,,
39,dc_sweep,sth_nmos_svt,9.824e-30,,,
39,dc_sweep,sfl_nmos_svt,3.32e-30,,,
39,dc_sweep,cgg_pmos_svt,63.83e-15,,,
39,dc_sweep,cdd_pmos_svt,6.144e-15,,,
39,dc_sweep,css_pmos_svt,6.868e-15,,,
39,dc_sweep,gm_pmos_svt,30.8e-12,,,
39,dc_sweep,gmb_pmos_svt,3.185e-12,,,
39,dc_sweep,gds_pmos_svt,507.5e-15,,,
39,dc_sweep,id_pmos_svt,-17.01e-12,,,
39,dc_sweep,sth_pmos_svt,378.2e-33,,,
39,dc_sweep,sfl_pmos_svt,663e-36,,,
"Parameters: ds=300m, gs=0, length=1.5u, sb=0",,,,,,
40,dc_sweep,cgg_nmos_svt,75.78e-15,,,
40,dc_sweep,cdd_nmos_svt,3.501e-15,,,
40,dc_sweep,css_nmos_svt,3.688e-15,,,
40,dc_sweep,gm_nmos_svt,5.038e-9,,,
40,dc_sweep,gmb_nmos_svt,779.9e-12,,,
40,dc_sweep,gds_nmos_svt,162.7e-12,,,
40,dc_sweep,id_nmos_svt,163.1e-12,,,
40,dc_sweep,sth_nmos_svt,73.05e-30,,,
40,dc_sweep,sfl_nmos_svt,110.6e-30,,,
40,dc_sweep,cgg_pmos_svt,115.9e-15,,,
40,dc_sweep,cdd_pmos_svt,6.143e-15,,,
40,dc_sweep,css_pmos_svt,6.516e-15,,,
40,dc_sweep,gm_pmos_svt,224.9e-12,,,
40,dc_sweep,gmb_pmos_svt,30.88e-12,,,
40,dc_sweep,gds_pmos_svt,3.601e-12,,,
40,dc_sweep,id_pmos_svt,-22.72e-12,,,
40,dc_sweep,sth_pmos_svt,2.98e-30,,,
40,dc_sweep,sfl_pmos_svt,23.75e-33,,,
"Parameters: ds=300m, gs=0, length=1.5u, sb=250m",,,,,,
41,dc_sweep,cgg_nmos_svt,64.71e-15,,,
41,dc_sweep,cdd_nmos_svt,3.501e-15,,,
41,dc_sweep,css_nmos_svt,3.705e-15,,,
41,dc_sweep,gm_nmos_svt,1.699e-9,,,
41,dc_sweep,gmb_nmos_svt,221.6e-12,,,
41,dc_sweep,gds_nmos_svt,50.41e-12,,,
41,dc_sweep,id_nmos_svt,53.99e-12,,,
41,dc_sweep,sth_nmos_svt,23.86e-30,,,
41,dc_sweep,sfl_nmos_svt,12.36e-30,,,
41,dc_sweep,cgg_pmos_svt,99.56e-15,,,
41,dc_sweep,cdd_pmos_svt,6.143e-15,,,
41,dc_sweep,css_pmos_svt,6.693e-15,,,
41,dc_sweep,gm_pmos_svt,76.97e-12,,,
41,dc_sweep,gmb_pmos_svt,8.98e-12,,,
41,dc_sweep,gds_pmos_svt,1.212e-12,,,
41,dc_sweep,id_pmos_svt,-18.36e-12,,,
41,dc_sweep,sth_pmos_svt,982.5e-33,,,
41,dc_sweep,sfl_pmos_svt,2.772e-33,,,
"Parameters: ds=300m, gs=0, length=1.5u, sb=500m",,,,,,
42,dc_sweep,cgg_nmos_svt,57.66e-15,,,
42,dc_sweep,cdd_nmos_svt,3.501e-15,,,
42,dc_sweep,css_nmos_svt,3.712e-15,,,
42,dc_sweep,gm_nmos_svt,657.6e-12,,,
42,dc_sweep,gmb_nmos_svt,74.62e-12,,,
42,dc_sweep,gds_nmos_svt,17.87e-12,,,
42,dc_sweep,id_nmos_svt,20.62e-12,,,
42,dc_sweep,sth_nmos_svt,9.044e-30,,,
42,dc_sweep,sfl_nmos_svt,1.83e-30,,,
42,dc_sweep,cgg_pmos_svt,89.06e-15,,,
42,dc_sweep,cdd_pmos_svt,6.144e-15,,,
42,dc_sweep,css_pmos_svt,6.791e-15,,,
42,dc_sweep,gm_pmos_svt,30.1e-12,,,
42,dc_sweep,gmb_pmos_svt,3.079e-12,,,
42,dc_sweep,gds_pmos_svt,468.3e-15,,,
42,dc_sweep,id_pmos_svt,-16.99e-12,,,
42,dc_sweep,sth_pmos_svt,372.6e-33,,,
42,dc_sweep,sfl_pmos_svt,422.1e-36,,,
"Parameters: ds=300m, gs=0, length=2u, sb=0",,,,,,
43,dc_sweep,cgg_nmos_svt,98.54e-15,,,
43,dc_sweep,cdd_nmos_svt,3.501e-15,,,
43,dc_sweep,css_nmos_svt,3.671e-15,,,
43,dc_sweep,gm_nmos_svt,4.532e-9,,,
43,dc_sweep,gmb_nmos_svt,700.2e-12,,,
43,dc_sweep,gds_nmos_svt,133.9e-12,,,
43,dc_sweep,id_nmos_svt,146.8e-12,,,
43,dc_sweep,sth_nmos_svt,66.27e-30,,,
43,dc_sweep,sfl_nmos_svt,67.28e-30,,,
43,dc_sweep,cgg_pmos_svt,149.9e-15,,,
43,dc_sweep,cdd_pmos_svt,6.143e-15,,,
43,dc_sweep,css_pmos_svt,6.3e-15,,,
43,dc_sweep,gm_pmos_svt,213.2e-12,,,
43,dc_sweep,gmb_pmos_svt,29.12e-12,,,
43,dc_sweep,gds_pmos_svt,3.297e-12,,,
43,dc_sweep,id_pmos_svt,-22.38e-12,,,
43,dc_sweep,sth_pmos_svt,2.837e-30,,,
43,dc_sweep,sfl_pmos_svt,16.01e-33,,,
"Parameters: ds=300m, gs=0, length=2u, sb=250m",,,,,,
44,dc_sweep,cgg_nmos_svt,83.83e-15,,,
44,dc_sweep,cdd_nmos_svt,3.501e-15,,,
44,dc_sweep,css_nmos_svt,3.696e-15,,,
44,dc_sweep,gm_nmos_svt,1.533e-9,,,
44,dc_sweep,gmb_nmos_svt,199.5e-12,,,
44,dc_sweep,gds_nmos_svt,41.32e-12,,,
44,dc_sweep,id_nmos_svt,48.7e-12,,,
44,dc_sweep,sth_nmos_svt,21.69e-30,,,
44,dc_sweep,sfl_nmos_svt,7.555e-30,,,
44,dc_sweep,cgg_pmos_svt,128.2e-15,,,
44,dc_sweep,cdd_pmos_svt,6.143e-15,,,
44,dc_sweep,css_pmos_svt,6.56e-15,,,
44,dc_sweep,gm_pmos_svt,73.38e-12,,,
44,dc_sweep,gmb_pmos_svt,8.516e-12,,,
44,dc_sweep,gds_pmos_svt,1.117e-12,,,
44,dc_sweep,id_pmos_svt,-18.25e-12,,,
44,dc_sweep,sth_pmos_svt,940.6e-33,,,
44,dc_sweep,sfl_pmos_svt,1.89e-33,,,
"Parameters: ds=300m, gs=0, length=2u, sb=500m",,,,,,
45,dc_sweep,cgg_nmos_svt,74.44e-15,,,
45,dc_sweep,cdd_nmos_svt,3.501e-15,,,
45,dc_sweep,css_nmos_svt,3.708e-15,,,
45,dc_sweep,gm_nmos_svt,594.3e-12,,,
45,dc_sweep,gmb_nmos_svt,67.31e-12,,,
45,dc_sweep,gds_nmos_svt,14.56e-12,,,
45,dc_sweep,id_nmos_svt,18.64e-12,,,
45,dc_sweep,sth_nmos_svt,8.236e-30,,,
45,dc_sweep,sfl_nmos_svt,1.123e-30,,,
45,dc_sweep,cgg_pmos_svt,114.3e-15,,,
45,dc_sweep,cdd_pmos_svt,6.144e-15,,,
45,dc_sweep,css_pmos_svt,6.706e-15,,,
45,dc_sweep,gm_pmos_svt,28.84e-12,,,
45,dc_sweep,gmb_pmos_svt,2.934e-12,,,
45,dc_sweep,gds_pmos_svt,434e-15,,,
45,dc_sweep,id_pmos_svt,-16.96e-12,,,
45,dc_sweep,sth_pmos_svt,358.4e-33,,,
45,dc_sweep,sfl_pmos_svt,290.7e-36,,,
"Parameters: ds=300m, gs=300m, length=1u, sb=0",,,,,,
46,dc_sweep,cgg_nmos_svt,68.07e-15,,,
46,dc_sweep,cdd_nmos_svt,3.756e-15,,,
46,dc_sweep,css_nmos_svt,39.76e-15,,,
46,dc_sweep,gm_nmos_svt,30.12e-6,,,
46,dc_sweep,gmb_nmos_svt,4.025e-6,,,
46,dc_sweep,gds_nmos_svt,1.169e-6,,,
46,dc_sweep,id_nmos_svt,1.206e-6,,,
46,dc_sweep,sth_nmos_svt,495.7e-27,,,
46,dc_sweep,sfl_nmos_svt,8.422e-21,,,
46,dc_sweep,cgg_pmos_svt,120e-15,,,
46,dc_sweep,cdd_pmos_svt,7.047e-15,,,
46,dc_sweep,css_pmos_svt,78.68e-15,,,
46,dc_sweep,gm_pmos_svt,4.711e-6,,,
46,dc_sweep,gmb_pmos_svt,579.6e-9,,,
46,dc_sweep,gds_pmos_svt,86.83e-9,,,
46,dc_sweep,id_pmos_svt,-152.6e-9,,,
46,dc_sweep,sth_pmos_svt,67.39e-27,,,
46,dc_sweep,sfl_pmos_svt,18.95e-24,,,
"Parameters: ds=300m, gs=300m, length=1u, sb=250m",,,,,,
47,dc_sweep,cgg_nmos_svt,48.83e-15,,,
47,dc_sweep,cdd_nmos_svt,3.733e-15,,,
47,dc_sweep,css_nmos_svt,19.38e-15,,,
47,dc_sweep,gm_nmos_svt,14.47e-6,,,
47,dc_sweep,gmb_nmos_svt,1.673e-6,,,
47,dc_sweep,gds_nmos_svt,512.1e-9,,,
47,dc_sweep,id_nmos_svt,540.2e-9,,,
47,dc_sweep,sth_nmos_svt,227.5e-27,,,
47,dc_sweep,sfl_nmos_svt,1.789e-21,,,
47,dc_sweep,cgg_pmos_svt,89.36e-15,,,
47,dc_sweep,cdd_pmos_svt,6.996e-15,,,
47,dc_sweep,css_pmos_svt,47.46e-15,,,
47,dc_sweep,gm_pmos_svt,1.981e-6,,,
47,dc_sweep,gmb_pmos_svt,213e-9,,,
47,dc_sweep,gds_pmos_svt,35.34e-9,,,
47,dc_sweep,id_pmos_svt,-61.78e-9,,,
47,dc_sweep,sth_pmos_svt,26.92e-27,,,
47,dc_sweep,sfl_pmos_svt,3.201e-24,,,
"Parameters: ds=300m, gs=300m, length=1u, sb=500m",,,,,,
48,dc_sweep,cgg_nmos_svt,39.38e-15,,,
48,dc_sweep,cdd_nmos_svt,3.725e-15,,,
48,dc_sweep,css_nmos_svt,10.08e-15,,,
48,dc_sweep,gm_nmos_svt,7.229e-6,,,
48,dc_sweep,gmb_nmos_svt,740e-9,,,
48,dc_sweep,gds_nmos_svt,232.8e-9,,,
48,dc_sweep,id_nmos_svt,255.6e-9,,,
48,dc_sweep,sth_nmos_svt,108.7e-27,,,
48,dc_sweep,sfl_nmos_svt,413.5e-24,,,
48,dc_sweep,cgg_pmos_svt,70.1e-15,,,
48,dc_sweep,cdd_pmos_svt,6.972e-15,,,
48,dc_sweep,css_pmos_svt,28.36e-15,,,
48,dc_sweep,gm_pmos_svt,891.4e-9,,,
48,dc_sweep,gmb_pmos_svt,85.62e-9,,,
48,dc_sweep,gds_pmos_svt,15.51e-9,,,
48,dc_sweep,id_pmos_svt,-27.07e-9,,,
48,dc_sweep,sth_pmos_svt,11.61e-27,,,
48,dc_sweep,sfl_pmos_svt,626.7e-27,,,
"Parameters: ds=300m, gs=300m, length=1.5u, sb=0",,,,,,
49,dc_sweep,cgg_nmos_svt,109.2e-15,,,
49,dc_sweep,cdd_nmos_svt,3.794e-15,,,
49,dc_sweep,css_nmos_svt,72.16e-15,,,
49,dc_sweep,gm_nmos_svt,25.15e-6,,,
49,dc_sweep,gmb_nmos_svt,3.351e-6,,,
49,dc_sweep,gds_nmos_svt,870.1e-9,,,
49,dc_sweep,id_nmos_svt,1.025e-6,,,
49,dc_sweep,sth_nmos_svt,419.7e-27,,,
49,dc_sweep,sfl_nmos_svt,3.994e-21,,,
49,dc_sweep,cgg_pmos_svt,190.4e-15,,,
49,dc_sweep,cdd_pmos_svt,7.141e-15,,,
49,dc_sweep,css_pmos_svt,137.5e-15,,,
49,dc_sweep,gm_pmos_svt,4.349e-6,,,
49,dc_sweep,gmb_pmos_svt,528.9e-9,,,
49,dc_sweep,gds_pmos_svt,75.87e-9,,,
49,dc_sweep,id_pmos_svt,-142.2e-9,,,
49,dc_sweep,sth_pmos_svt,63.02e-27,,,
49,dc_sweep,sfl_pmos_svt,10.95e-24,,,
"Parameters: ds=300m, gs=300m, length=1.5u, sb=250m",,,,,,
50,dc_sweep,cgg_nmos_svt,75.75e-15,,,
50,dc_sweep,cdd_nmos_svt,3.748e-15,,,
50,dc_sweep,css_nmos_svt,35.79e-15,,,
50,dc_sweep,gm_nmos_svt,12.3e-6,,,
50,dc_sweep,gmb_nmos_svt,1.417e-6,,,
50,dc_sweep,gds_nmos_svt,385.9e-9,,,
50,dc_sweep,id_nmos_svt,466.9e-9,,,
50,dc_sweep,sth_nmos_svt,197.5e-27,,,
50,dc_sweep,sfl_nmos_svt,885.3e-24,,,
50,dc_sweep,cgg_pmos_svt,140.8e-15,,,
50,dc_sweep,cdd_pmos_svt,7.042e-15,,,
50,dc_sweep,css_pmos_svt,85.5e-15,,,
50,dc_sweep,gm_pmos_svt,1.866e-6,,,
50,dc_sweep,gmb_pmos_svt,198.3e-9,,,
50,dc_sweep,gds_pmos_svt,31.57e-9,,,
50,dc_sweep,id_pmos_svt,-58.65e-9,,,
50,dc_sweep,sth_pmos_svt,25.71e-27,,,
50,dc_sweep,sfl_pmos_svt,1.922e-24,,,
"Parameters: ds=300m, gs=300m, length=1.5u, sb=500m",,,,,,
51,dc_sweep,cgg_nmos_svt,58.23e-15,,,
51,dc_sweep,cdd_nmos_svt,3.731e-15,,,
51,dc_sweep,css_nmos_svt,17.63e-15,,,
51,dc_sweep,gm_nmos_svt,6.247e-6,,,
51,dc_sweep,gmb_nmos_svt,637.1e-9,,,
51,dc_sweep,gds_nmos_svt,176.8e-9,,,
51,dc_sweep,id_nmos_svt,224.1e-9,,,
51,dc_sweep,sth_nmos_svt,96.16e-27,,,
51,dc_sweep,sfl_nmos_svt,211.6e-24,,,
51,dc_sweep,cgg_pmos_svt,107.5e-15,,,
51,dc_sweep,cdd_pmos_svt,6.994e-15,,,
51,dc_sweep,css_pmos_svt,51.38e-15,,,
51,dc_sweep,gm_pmos_svt,854.4e-9,,,
51,dc_sweep,gmb_pmos_svt,81.1e-9,,,
51,dc_sweep,gds_pmos_svt,14.11e-9,,,
51,dc_sweep,id_pmos_svt,-26.08e-9,,,
51,dc_sweep,sth_pmos_svt,11.27e-27,,,
51,dc_sweep,sfl_pmos_svt,388.1e-27,,,
"Parameters: ds=300m, gs=300m, length=2u, sb=0",,,,,,
52,dc_sweep,cgg_nmos_svt,152.5e-15,,,
52,dc_sweep,cdd_nmos_svt,3.839e-15,,,
52,dc_sweep,css_nmos_svt,107.5e-15,,,
52,dc_sweep,gm_nmos_svt,21.57e-6,,,
52,dc_sweep,gmb_nmos_svt,2.872e-6,,,
52,dc_sweep,gds_nmos_svt,683.1e-9,,,
52,dc_sweep,id_nmos_svt,889.4e-9,,,
52,dc_sweep,sth_nmos_svt,362.1e-27,,,
